T,G_HR,value
T0001,HR_DC,71.01384559280979
T0002,HR_DC,71.01384559280979
T0003,HR_DC,71.01384559280979
T0004,HR_DC,71.01384559280979
T0005,HR_DC,71.01384559280979
T0006,HR_DC,71.01384559280979
T0007,HR_DC,71.01384559280979
T0008,HR_DC,71.01384559280979
T0009,HR_DC,71.01384559280979
T0010,HR_DC,71.01384559280979
T0011,HR_DC,71.01384559280979
T0012,HR_DC,71.01384559280979
T0013,HR_DC,71.01384559280979
T0014,HR_DC,71.01384559280979
T0015,HR_DC,71.01384559280979
T0016,HR_DC,71.01384559280979
T0017,HR_DC,71.01384559280979
T0018,HR_DC,71.01384559280979
T0019,HR_DC,71.01384559280979
T0020,HR_DC,71.01384559280979
T0021,HR_DC,71.01384559280979
T0022,HR_DC,71.01384559280979
T0023,HR_DC,71.01384559280979
T0024,HR_DC,71.01384559280979
T0025,HR_DC,71.01384559280979
T0026,HR_DC,71.01384559280979
T0027,HR_DC,71.01384559280979
T0028,HR_DC,71.01384559280979
T0029,HR_DC,71.01384559280979
T0030,HR_DC,71.01384559280979
T0031,HR_DC,71.01384559280979
T0032,HR_DC,71.01384559280979
T0033,HR_DC,71.01384559280979
T0034,HR_DC,71.01384559280979
T0035,HR_DC,71.01384559280979
T0036,HR_DC,71.01384559280979
T0037,HR_DC,71.01384559280979
T0038,HR_DC,71.01384559280979
T0039,HR_DC,71.01384559280979
T0040,HR_DC,71.01384559280979
T0041,HR_DC,71.01384559280979
T0042,HR_DC,71.01384559280979
T0043,HR_DC,71.01384559280979
T0044,HR_DC,71.01384559280979
T0045,HR_DC,71.01384559280979
T0046,HR_DC,71.01384559280979
T0047,HR_DC,71.01384559280979
T0048,HR_DC,71.01384559280979
T0049,HR_DC,71.01384559280979
T0050,HR_DC,71.01384559280979
T0051,HR_DC,71.01384559280979
T0052,HR_DC,71.01384559280979
T0053,HR_DC,71.01384559280979
T0054,HR_DC,71.01384559280979
T0055,HR_DC,71.01384559280979
T0056,HR_DC,71.01384559280979
T0057,HR_DC,71.01384559280979
T0058,HR_DC,71.01384559280979
T0059,HR_DC,71.01384559280979
T0060,HR_DC,71.01384559280979
T0061,HR_DC,71.01384559280979
T0062,HR_DC,71.01384559280979
T0063,HR_DC,71.01384559280979
T0064,HR_DC,71.01384559280979
T0065,HR_DC,71.01384559280979
T0066,HR_DC,71.01384559280979
T0067,HR_DC,71.01384559280979
T0068,HR_DC,71.01384559280979
T0069,HR_DC,71.01384559280979
T0070,HR_DC,71.01384559280979
T0071,HR_DC,71.01384559280979
T0072,HR_DC,71.01384559280979
T0073,HR_DC,71.01384559280979
T0074,HR_DC,71.01384559280979
T0075,HR_DC,71.01384559280979
T0076,HR_DC,71.01384559280979
T0077,HR_DC,71.01384559280979
T0078,HR_DC,71.01384559280979
T0079,HR_DC,71.01384559280979
T0080,HR_DC,71.01384559280979
T0081,HR_DC,71.01384559280979
T0082,HR_DC,71.01384559280979
T0083,HR_DC,71.01384559280979
T0084,HR_DC,71.01384559280979
T0085,HR_DC,71.01384559280979
T0086,HR_DC,71.01384559280979
T0087,HR_DC,71.01384559280979
T0088,HR_DC,71.01384559280979
T0089,HR_DC,71.01384559280979
T0090,HR_DC,71.01384559280979
T0091,HR_DC,71.01384559280979
T0092,HR_DC,71.01384559280979
T0093,HR_DC,71.01384559280979
T0094,HR_DC,71.01384559280979
T0095,HR_DC,71.01384559280979
T0096,HR_DC,71.01384559280979
T0097,HR_DC,71.01384559280979
T0098,HR_DC,71.01384559280979
T0099,HR_DC,71.01384559280979
T0100,HR_DC,71.01384559280979
T0101,HR_DC,71.01384559280979
T0102,HR_DC,71.01384559280979
T0103,HR_DC,71.01384559280979
T0104,HR_DC,71.01384559280979
T0105,HR_DC,71.01384559280979
T0106,HR_DC,71.01384559280979
T0107,HR_DC,71.01384559280979
T0108,HR_DC,71.01384559280979
T0109,HR_DC,71.01384559280979
T0110,HR_DC,71.01384559280979
T0111,HR_DC,71.01384559280979
T0112,HR_DC,71.01384559280979
T0113,HR_DC,71.01384559280979
T0114,HR_DC,71.01384559280979
T0115,HR_DC,71.01384559280979
T0116,HR_DC,71.01384559280979
T0117,HR_DC,71.01384559280979
T0118,HR_DC,71.01384559280979
T0119,HR_DC,71.01384559280979
T0120,HR_DC,71.01384559280979
T0121,HR_DC,71.01384559280979
T0122,HR_DC,71.01384559280979
T0123,HR_DC,71.01384559280979
T0124,HR_DC,71.01384559280979
T0125,HR_DC,71.01384559280979
T0126,HR_DC,71.01384559280979
T0127,HR_DC,71.01384559280979
T0128,HR_DC,71.01384559280979
T0129,HR_DC,71.01384559280979
T0130,HR_DC,71.01384559280979
T0131,HR_DC,71.01384559280979
T0132,HR_DC,71.01384559280979
T0133,HR_DC,71.01384559280979
T0134,HR_DC,71.01384559280979
T0135,HR_DC,71.01384559280979
T0136,HR_DC,71.01384559280979
T0137,HR_DC,71.01384559280979
T0138,HR_DC,71.01384559280979
T0139,HR_DC,71.01384559280979
T0140,HR_DC,71.01384559280979
T0141,HR_DC,71.01384559280979
T0142,HR_DC,71.01384559280979
T0143,HR_DC,71.01384559280979
T0144,HR_DC,71.01384559280979
T0145,HR_DC,71.01384559280979
T0146,HR_DC,71.01384559280979
T0147,HR_DC,71.01384559280979
T0148,HR_DC,71.01384559280979
T0149,HR_DC,71.01384559280979
T0150,HR_DC,71.01384559280979
T0151,HR_DC,71.01384559280979
T0152,HR_DC,71.01384559280979
T0153,HR_DC,71.01384559280979
T0154,HR_DC,71.01384559280979
T0155,HR_DC,71.01384559280979
T0156,HR_DC,71.01384559280979
T0157,HR_DC,71.01384559280979
T0158,HR_DC,71.01384559280979
T0159,HR_DC,71.01384559280979
T0160,HR_DC,71.01384559280979
T0161,HR_DC,71.01384559280979
T0162,HR_DC,71.01384559280979
T0163,HR_DC,71.01384559280979
T0164,HR_DC,71.01384559280979
T0165,HR_DC,71.01384559280979
T0166,HR_DC,71.01384559280979
T0167,HR_DC,71.01384559280979
T0168,HR_DC,71.01384559280979
T0169,HR_DC,71.01384559280979
T0170,HR_DC,71.01384559280979
T0171,HR_DC,71.01384559280979
T0172,HR_DC,71.01384559280979
T0173,HR_DC,71.01384559280979
T0174,HR_DC,71.01384559280979
T0175,HR_DC,71.01384559280979
T0176,HR_DC,71.01384559280979
T0177,HR_DC,71.01384559280979
T0178,HR_DC,71.01384559280979
T0179,HR_DC,71.01384559280979
T0180,HR_DC,71.01384559280979
T0181,HR_DC,71.01384559280979
T0182,HR_DC,71.01384559280979
T0183,HR_DC,71.01384559280979
T0184,HR_DC,71.01384559280979
T0185,HR_DC,71.01384559280979
T0186,HR_DC,71.01384559280979
T0187,HR_DC,71.01384559280979
T0188,HR_DC,71.01384559280979
T0189,HR_DC,71.01384559280979
T0190,HR_DC,71.01384559280979
T0191,HR_DC,71.01384559280979
T0192,HR_DC,71.01384559280979
T0193,HR_DC,71.01384559280979
T0194,HR_DC,71.01384559280979
T0195,HR_DC,71.01384559280979
T0196,HR_DC,71.01384559280979
T0197,HR_DC,71.01384559280979
T0198,HR_DC,71.01384559280979
T0199,HR_DC,71.01384559280979
T0200,HR_DC,71.01384559280979
T0201,HR_DC,71.01384559280979
T0202,HR_DC,71.01384559280979
T0203,HR_DC,71.01384559280979
T0204,HR_DC,71.01384559280979
T0205,HR_DC,71.01384559280979
T0206,HR_DC,71.01384559280979
T0207,HR_DC,71.01384559280979
T0208,HR_DC,71.01384559280979
T0209,HR_DC,71.01384559280979
T0210,HR_DC,71.01384559280979
T0211,HR_DC,71.01384559280979
T0212,HR_DC,71.01384559280979
T0213,HR_DC,71.01384559280979
T0214,HR_DC,71.01384559280979
T0215,HR_DC,71.01384559280979
T0216,HR_DC,71.01384559280979
T0217,HR_DC,71.01384559280979
T0218,HR_DC,71.01384559280979
T0219,HR_DC,71.01384559280979
T0220,HR_DC,71.01384559280979
T0221,HR_DC,71.01384559280979
T0222,HR_DC,71.01384559280979
T0223,HR_DC,71.01384559280979
T0224,HR_DC,71.01384559280979
T0225,HR_DC,71.01384559280979
T0226,HR_DC,71.01384559280979
T0227,HR_DC,71.01384559280979
T0228,HR_DC,71.01384559280979
T0229,HR_DC,71.01384559280979
T0230,HR_DC,71.01384559280979
T0231,HR_DC,71.01384559280979
T0232,HR_DC,71.01384559280979
T0233,HR_DC,71.01384559280979
T0234,HR_DC,71.01384559280979
T0235,HR_DC,71.01384559280979
T0236,HR_DC,71.01384559280979
T0237,HR_DC,71.01384559280979
T0238,HR_DC,71.01384559280979
T0239,HR_DC,71.01384559280979
T0240,HR_DC,71.01384559280979
T0241,HR_DC,71.01384559280979
T0242,HR_DC,71.01384559280979
T0243,HR_DC,71.01384559280979
T0244,HR_DC,71.01384559280979
T0245,HR_DC,71.01384559280979
T0246,HR_DC,71.01384559280979
T0247,HR_DC,71.01384559280979
T0248,HR_DC,71.01384559280979
T0249,HR_DC,71.01384559280979
T0250,HR_DC,71.01384559280979
T0251,HR_DC,71.01384559280979
T0252,HR_DC,71.01384559280979
T0253,HR_DC,71.01384559280979
T0254,HR_DC,71.01384559280979
T0255,HR_DC,71.01384559280979
T0256,HR_DC,71.01384559280979
T0257,HR_DC,71.01384559280979
T0258,HR_DC,71.01384559280979
T0259,HR_DC,71.01384559280979
T0260,HR_DC,71.01384559280979
T0261,HR_DC,71.01384559280979
T0262,HR_DC,71.01384559280979
T0263,HR_DC,71.01384559280979
T0264,HR_DC,71.01384559280979
T0265,HR_DC,71.01384559280979
T0266,HR_DC,71.01384559280979
T0267,HR_DC,71.01384559280979
T0268,HR_DC,71.01384559280979
T0269,HR_DC,71.01384559280979
T0270,HR_DC,71.01384559280979
T0271,HR_DC,71.01384559280979
T0272,HR_DC,71.01384559280979
T0273,HR_DC,71.01384559280979
T0274,HR_DC,71.01384559280979
T0275,HR_DC,71.01384559280979
T0276,HR_DC,71.01384559280979
T0277,HR_DC,71.01384559280979
T0278,HR_DC,71.01384559280979
T0279,HR_DC,71.01384559280979
T0280,HR_DC,71.01384559280979
T0281,HR_DC,71.01384559280979
T0282,HR_DC,71.01384559280979
T0283,HR_DC,71.01384559280979
T0284,HR_DC,71.01384559280979
T0285,HR_DC,71.01384559280979
T0286,HR_DC,71.01384559280979
T0287,HR_DC,71.01384559280979
T0288,HR_DC,71.01384559280979
T0289,HR_DC,71.01384559280979
T0290,HR_DC,71.01384559280979
T0291,HR_DC,71.01384559280979
T0292,HR_DC,71.01384559280979
T0293,HR_DC,71.01384559280979
T0294,HR_DC,71.01384559280979
T0295,HR_DC,71.01384559280979
T0296,HR_DC,71.01384559280979
T0297,HR_DC,71.01384559280979
T0298,HR_DC,71.01384559280979
T0299,HR_DC,71.01384559280979
T0300,HR_DC,71.01384559280979
T0301,HR_DC,71.01384559280979
T0302,HR_DC,71.01384559280979
T0303,HR_DC,71.01384559280979
T0304,HR_DC,71.01384559280979
T0305,HR_DC,71.01384559280979
T0306,HR_DC,71.01384559280979
T0307,HR_DC,71.01384559280979
T0308,HR_DC,71.01384559280979
T0309,HR_DC,71.01384559280979
T0310,HR_DC,71.01384559280979
T0311,HR_DC,71.01384559280979
T0312,HR_DC,71.01384559280979
T0313,HR_DC,71.01384559280979
T0314,HR_DC,71.01384559280979
T0315,HR_DC,71.01384559280979
T0316,HR_DC,71.01384559280979
T0317,HR_DC,71.01384559280979
T0318,HR_DC,71.01384559280979
T0319,HR_DC,71.01384559280979
T0320,HR_DC,71.01384559280979
T0321,HR_DC,71.01384559280979
T0322,HR_DC,71.01384559280979
T0323,HR_DC,71.01384559280979
T0324,HR_DC,71.01384559280979
T0325,HR_DC,71.01384559280979
