T,G_HR,value
T0001,HR_DC,62.507640897522116
T0002,HR_DC,62.507640897522116
T0003,HR_DC,62.507640897522116
T0004,HR_DC,62.507640897522116
T0005,HR_DC,62.507640897522116
T0006,HR_DC,62.507640897522116
T0007,HR_DC,62.507640897522116
T0008,HR_DC,62.507640897522116
T0009,HR_DC,62.507640897522116
T0010,HR_DC,62.507640897522116
T0011,HR_DC,62.507640897522116
T0012,HR_DC,62.507640897522116
T0013,HR_DC,62.507640897522116
T0014,HR_DC,62.507640897522116
T0015,HR_DC,62.507640897522116
T0016,HR_DC,62.507640897522116
T0017,HR_DC,62.507640897522116
T0018,HR_DC,62.507640897522116
T0019,HR_DC,62.507640897522116
T0020,HR_DC,62.507640897522116
T0021,HR_DC,62.507640897522116
T0022,HR_DC,62.507640897522116
T0023,HR_DC,62.507640897522116
T0024,HR_DC,62.507640897522116
T0025,HR_DC,62.507640897522116
T0026,HR_DC,62.507640897522116
T0027,HR_DC,62.507640897522116
T0028,HR_DC,62.507640897522116
T0029,HR_DC,62.507640897522116
T0030,HR_DC,62.507640897522116
T0031,HR_DC,62.507640897522116
T0032,HR_DC,62.507640897522116
T0033,HR_DC,62.507640897522116
T0034,HR_DC,62.507640897522116
T0035,HR_DC,62.507640897522116
T0036,HR_DC,62.507640897522116
T0037,HR_DC,62.507640897522116
T0038,HR_DC,62.507640897522116
T0039,HR_DC,62.507640897522116
T0040,HR_DC,62.507640897522116
T0041,HR_DC,62.507640897522116
T0042,HR_DC,62.507640897522116
T0043,HR_DC,62.507640897522116
T0044,HR_DC,62.507640897522116
T0045,HR_DC,62.507640897522116
T0046,HR_DC,62.507640897522116
T0047,HR_DC,62.507640897522116
T0048,HR_DC,62.507640897522116
T0049,HR_DC,62.507640897522116
T0050,HR_DC,62.507640897522116
T0051,HR_DC,62.507640897522116
T0052,HR_DC,62.507640897522116
T0053,HR_DC,62.507640897522116
T0054,HR_DC,62.507640897522116
T0055,HR_DC,62.507640897522116
T0056,HR_DC,62.507640897522116
T0057,HR_DC,62.507640897522116
T0058,HR_DC,62.507640897522116
T0059,HR_DC,62.507640897522116
T0060,HR_DC,62.507640897522116
T0061,HR_DC,62.507640897522116
T0062,HR_DC,62.507640897522116
T0063,HR_DC,62.507640897522116
T0064,HR_DC,62.507640897522116
T0065,HR_DC,62.507640897522116
T0066,HR_DC,62.507640897522116
T0067,HR_DC,62.507640897522116
T0068,HR_DC,62.507640897522116
T0069,HR_DC,62.507640897522116
T0070,HR_DC,62.507640897522116
T0071,HR_DC,62.507640897522116
T0072,HR_DC,62.507640897522116
T0073,HR_DC,62.507640897522116
T0074,HR_DC,62.507640897522116
T0075,HR_DC,62.507640897522116
T0076,HR_DC,62.507640897522116
T0077,HR_DC,62.507640897522116
T0078,HR_DC,62.507640897522116
T0079,HR_DC,62.507640897522116
T0080,HR_DC,62.507640897522116
